명칭
염선재
모원재
증평 연병호 생가
동락공원
소노벨 천안 오션어드벤처
위라리칠층석탑
이천보고가
낙동강
비슬산자연휴양림
칠갑산자연휴양림
용계골
남항진해변(남항진해수욕장)
용화해변
을지전망대
쌍계사(논산)
장육사
경주 김유신묘
"경주 무열왕릉, 태종무열왕릉비"
임자 대광해수욕장
개암사
쌍봉사(화순)
도갑사
중흥사(광양)
남원 만인의총
화순금모래 해변
퍼시픽 리솜
도산공원
남일대해수욕장
장유대청계곡
광양 옥룡사 동백나무 숲
구암공원
서울 남현동 요지
서울대공원
통도환타지아
봉화 닭실마을
강정천
청주 충청도병마절도사영문
평사리공원
전주한옥마을 전주김치문화관
일출랜드
곽지해수욕장 (곽지과물해변)
익금해수욕장
제주 항파두리 항몽 유적
발리온천
밧도내마을 [녹색관광마을]
경산 임당동과 조영동 고분군
나주 이슬촌마을
삼계마을
송석마을
거진항
불주사(불지사)
기지포해수욕장
간월도 어리굴젓 기념탑
철원 오대미마을
청송 참소슬마을
선비촌
태권도공원 전망대
명국삼장비
쌍수정사적비
임진성
관음사석탑
여산동헌
남해 금산 봉수대
장흥 삼산리 후박나무
진천 이영남 묘소
효자 송도선생 정려비
괴산 백운사 승탑군
괴산 봉학사지 석조여래좌상
괴산 송병일 고택
가섭암지 마애여래삼존입상
부안 격포리 후박나무군락
분옥담과 선녀탕
진주강씨모열각
순창향교
강화유수부동헌
계룡돈대
광주무역회관
경주 내물왕릉
사교루
무안향교
흥덕향교
합호서원
목애당
청주 문의문산관
안터선사공원
돼지문화원
양지향교
인제향교
화천향교
노강서원
방산서원
속리산 관광특구
스카이로드
거창 황금원숭이마을
추산근린공원
봉화 서동리 동ㆍ서 삼층석탑
파사석탑
익산 연동리 석조여래좌상
캠프 그리브스
새밭계곡
백향꽃누르미갤러리
노을이 물드는 언덕
생명보험교육문화센터
삼성화재 교통박물관
영암 장천리 선사주거지
충절사·상의재
덕양사
의마총
동편제탯자리
빙월당
남대천
청풍호 유람선
서울 애니메이션센터
신화테마파크
선유랑마을
양구공예공방
양구돌산령지게놀이 전수관
양구군민공원
화천조경철천문대
매봉산풍력발전단지(바람의 언덕)
도남관광지
양천생활안전체험교육관
광양와인동굴
전일빌딩245
유림공원
원당샘공원
물치항
대포해안
사라실라벤더시험재배단지
와글아이
금정사
국사암
춘천한백록묘역
부산 칠드런스 뮤지엄
충현역사공원
경산포교당(보문사)
광덕사
남산사(정읍)
대산사(청도)
대성사(서울)
동악사(예천)
법흥사(영암)
보문사(서울)
복암사(나주)
보천사(구미)
선국사(남원)
선석사(경북)
성도암(해남)
경주 동부 사적지대
영암내동리쌍무덤
송불암(논산)
영보정
경주 정강왕릉
영월암(장수)
임정사(경북)
자명사(익산)
정수사(완주)
해월암(임실)
흥복사(김제)
양구생태식물원
다랑쉬오름(월랑봉)
주작산
사천진해변(사천뒷불해수욕장)
칠원향교
안성 구메농사마을
쌍절각
무주 삼공리 반송
하동 옥종딸기마을
안성죽산리삼층석탑
양과동정
청풍쉼터
한산사지삼층석탑
곱돌광산약수터
현충탑(하남)
섬진강변 유원지
대초마을
옥천 독락정
의성 사촌리 향나무
의성 월소리 소나무
괴산 문당리 서낭단
괴산향교
괴산 오가리 느티나무
괴산 칠충사와 피세정
동림사(김해)
안동 용계리 은행나무
영동 화수루
가학산
소금강장천마을
원주 삼태미마을 [산촌생태마을]
천안 두아람마을 [농촌전통테마]
오천향교
최호장군유지
구 일본우선(郵船)주식회사 인천지점
도경리역(삼척)
경주 낭산 일원
송현근린공원
증평 미암리 석조관음보살입상
진포시비공원
승봉도 이일레 해변
사천해변(사천해수욕장)
강릉 굴산사지
구성공원
노음산
정읍 피향정
사미정계곡
망월사(경기)
원주 거돈사지
오웬기념각
거제향교
충익사(의령)
무주한풍루
국지산
금능석물원
연산온천파크
사직공원(서울)
포항온천
치악산자연휴양림
금산 바리실마을
거전마을 [농촌체험]
군위 팔공산능금마을
모항어촌체험마을
안성도기동삼층석탑
함안향교
운암정
방동리 고구려고분
충절사(보성)
용바위터
산청 단계마을 옛 담장
대포마을
운봉관
방갈마을
통구미마을
정자.당사마을
후포 등대
기독교인 순교지
실미해수욕장
봉산서재
화천 하늘빛호수마을
삼척 고무릉환선마을
영주향교
제천 사자빈신사지 사사자 구층석탑
남해 미조리 상록수림
진천 산수리와 삼용리 요지
신흥계곡
사곡리남근석
영암 학계리석불입상
정응민예적지(판소리공원)
영인석불
보은 선병국가옥
고흥 신기거북이마을
외도와현유람선
영산도
경희궁공원
순정효황후윤씨친가
구장군폭포
구암서원
굴포천 생태하천
경주향교
경주 성덕왕릉
선진공원
도산서당
용주서원
계화도
충현서원
고당조만식선생동상
남강이승훈선생동상
단양 감골 바람개비마을
옥천 육영수 생가
고산서원(안동)
예림서원
서천 동자북마을
동악산(곡성)
백제사
오두산 치유숲
안산 다문화특구
제주 유수암마을
반계선생유적지
이충무공사적비
합천 옥전 고분군
느랭이골 자연 리조트
산내들패밀리어드벤처파크
홍천 풍암리 동학혁명군전적지
합천 백암리 석등
화순양동호가옥
신화워터파크
덕진산성
철원역사(舍)
스토리 미니어처 뮤지엄
팬스타부산주말원나잇크루즈
완주 인덕마을[농촌체험휴양마을]
팀업캠퍼스
광주 송정동 떡갈비 골목
전통주갤러리
전주 동문예술거리
화랑도체험장
파주 율곡습지공원
의성 조문국사적지
한라산소주 공장투어
광교호수공원
소헌공원
멜라콩다리 비석
교동저수지(교동생태습지)
애니랜드
황인용 뮤직 스페이스 <카메라타>
보문숲머리먹거리촌
황룡원
하추자연휴양림
춘천꿈자람어린이공원
연꽃단지
종남산
욕지도해안일주도로
대혜폭포
반야월연꽃단지
세화 책다방
구엄리돌염전
상춘정
송정역
유동해변 (유동해수욕장)
속리산테마파크모노레일
땅끝전망대
울진왕피천케이블카
죽미령평화공원
부산라벤더팜
거북선마을
미포항
산청 단계리 권씨고가(권씨고가)
통영항 여객선터미널
덕양전
교래자연휴양림
탑동마을
인월양조장
수산항
38선휴게소
정란각/문화공감수정
하늘샘한촌생태마을
김해읍성
용추폭포
반달가슴곰체험장
진소마을
소리산마을
창원산촌생태마을
아홉마지기 마을
중원창동마애불
대봉산자연휴양림
금강로하스 대청공원 (암석식물원)
델타루 (에코델타시티 전망대)
온동마을
용두마을
어천마을
금계마을
밀양읍성
상황마을
군화마을
구만마을
구례편백나무숲
송하마을
방광마을
대장마을
문수사 (구례)
수철마을
성심원
김명희 조형 스튜디오
누구나투어
아쿠아틱파크 아마존
남지장사(대구)
대비사(청도)
망해암
백운사(광양)
보덕사(제주)
불령사(청도)
사자사(사자암)
경주 헌강왕릉
영천사(원주)
용화사(안성)
일락사(서산)
청계사(상주)
우곡사(창원)
청송포교당
하양포교당(경산)
흥륜사(순천)
조도(조도6군도)
버섯구지마을
제주선인장마을
장충동 족발 골목
함안 영동리 회화나무
윤계선생순절비
솔로몬로파크
발랑저수지
바우덕이사당
광개토태왕비ㆍ동상
사천 바리안마을
전주이씨광평대군파묘역
충남 서산빛들마을
익산 아홉마디풀향기마을
제물포고등학교 강당
서천 이하복 고택
송정 자연휴양림
봉화산(서울)
경주 마우나오션 관광단지
음성 읍내리 삼층석탑
감삼못공원
조선왕가
분당 어린이천문대
용인 8경
제주도 국가지질공원
부용대
강영천효자문
천은사계곡(원주)
내리계곡
옥녀탕
국형사
가야산(서산)
진천 정송강사
원호 유허비 및 관란정
금산 칠백의총
보은 속리 정이품송
화원동산
보문호
표충사(밀양)
호국사(진주)
운장산(진안)
사선대관광지&조각공원
담양호
충렬사
마로니에공원
경복궁
청도 용암웰빙스파
충경사
계명산 자연휴양림 캠핑장
수심대
25의용단
서울 용산신학교와 원효로 예수성심성당
삼막사
선교기념비
영주 순흥 벽화 고분
(전)광주 성거사지 오층석탑
한천자연휴양림
국립 운장산자연휴양림
진위천유원지
수국사(서울)
조지훈/오일도/이문열 문학기행
최경회사당
양주향교
월천유원지
비양도
대둔산도립공원(전북)
파평용연
우륵기념탑
삼척 영경묘
여주 고달사지
덕가산
고령 고아리 벽화 고분
남이섬
섬진강
선암사(부산)
인취사(아산)
울산향교
조계사(서울)
천전리공룡발자국화석
울주 구량리 은행나무
해오름예술촌
위미1리어촌체험마을
선유동마애불사존불상
양성 석조여래입상
열쇠전망대
선감어촌체험마을
대진마을
남해 지족갯마을
위봉문
황포돛대 노래비
김상용순절비
상주사
몽산리석가여래좌상
강진 병영마을 옛 담장
청송초전댁
청송 평산신씨 판사공파 종택과 분가 고택
고마리마을
세방마을
함평예덕리고분군
함평죽암리고분
박달산(괴산)
의민공사우
홍성 하누리마을
함양 물레방아떡마을
비인향교
팔봉서원
용연서원
남해 척화비
무민사(남해)
합천 반야사지 원경왕사비
경주 남산동 동ㆍ서 삼층석탑
덕구계곡 (경북 동해안 국가지질공원)
숭의사
죽령폭포
통영항
평사리들판
장흥 오헌고택 (구 위성탁 가옥)
정안사(장흥)
장흥향교
거창 요수정
분양서원
운수사(임실)
아시아공원
보광사(서울)
옥계천
이섭정
세천공원
무열사(나주)
보천사(군산)
천동관광지
조병옥박사 생가지
홍주아문
태백산 천제단
경찰혼
불바라기약수터
현풍 500년 느티나무 테마공원
궁리포구
도산서원
평창 어름치마을
청도 성수월마을
아산 환경과학공원
김제평야
대한제국군 서울시가 전투지
이충순 자결 터
장생포 고래문화마을
금강산전기철도교량
김포함상공원
사방기념공원
근대미술관 (구)일본 제 18은행 군산지점
일본인지주가옥
천도교중앙대교당
연천역 급수탑
월영대
횡성 휴선체험원
성주봉자연휴양림
당진전력문화홍보관
영암최성호가옥
문경오미자체험촌 (문경오미자마을)
동구래마을
문화철도 959
무등산 양떼목장
청풍호반케이블카
성이시돌목장
깊은산속 옹달샘
두모마을
장성호 출렁다리(장성호 수변길)
스파 도향
구 서도역
데미샘(섬진강발원지)
김수환 추기경 사랑과 나눔공원
경인아라뱃길 다남공원
아리랑문학마을
불고기 팜 농어촌 테마공원
두가헌 두바퀴쉼터
관광커뮤니티센터 여기
광덕사(상주)
금곡사(강진)
복전암
동해사(상주)
상락사(상주)
모은암
성황사(부안)
신흥사(화성)
새미골가마
하남 이성산성
염불암(경기)
이기붕별장
정각사(부여)
남해 다초지(장평지)
죽림암(임실)
미덕도
소노벨 변산 오션플레이
해봉사(포항)
장수 논개생가마을 [농촌전통테마]
홍제사(밀양)
미음나루터(미음나루 풍속마을)
소충사
창우동 한식마을
검봉산자연휴양림
덕연서원
거창 서변마을
초지대교
심온선생묘
수원 화령전
죽수절제아문
의성 만취당
의성향교
이천 신대리 백송
아산 강당골마을
다라미자운영마을
고창 고색창연마을 [농촌전통테마]
무병장수마을
인천중구청(구 인천부 청사)
심천역(영동)
병풍폭포
가평 현충탑
회덕향교 대성전
국립 청태산자연휴양림
보광사(부산)
병영교회
방죽공원
서호공원
국립 청옥산자연휴양림
팔달공원
삼부연폭포 (한탄강 국가지질공원)
망상해변
반달공원
죽도해수욕장
태안해안국립공원
덕동계곡
의항해수욕장
만리포해수욕장
단양 다리안관광지
청주 중앙공원
운문산군립공원
내원사계곡
일산해수욕장(울산)
부산 송도해수욕장
변산해수욕장
구시포해수욕장
귀신사(김제)
신트리공원
명사해수욕장
호도해수욕장
동상운장산계곡
자수정 동굴나라
미래사(통영)
주천강자연휴양림
초도해변
대진1리해변
금산향교
용강서원
가리산자연휴양림
남원자연휴양림
광산김씨 유일재고택
주상절리대(대포동지삿개)
덕동해수욕장
표충사
장산(영월)
장성 축령산 편백숲 (장성 치유의 숲)
정기룡장군유적지(충의사)
국립 회문산자연휴양림
무등산국립공원
학동흑진주몽돌해변
정족산
중미산자연휴양림
초곡해수욕장
신남해변
도초 시목해수욕장
파도리해수욕장
나로우주해수욕장
구수곡자연휴양림
은해사(영천)
선비문화체험관 우리누리
강릉 한울타리마을
횡성 밤두둑마을
용추사(함양)
형제섬
수도사(평택)
자광사(대전)
두여해수욕장
백사장해수욕장
이천 도립리 반룡송
간월도마을
삼정해수욕장
신전해변
안악해수욕장
무의 까치놀섬마을
파주 산머루마을
김녕성세기해변 (김녕해수욕장)
세계 평화의종 공원
구고서원
장태산자연휴양림
청담패션거리
한산사(하동)
사기아름마을
남원 교룡산성
봉하산촌마을
관덕정
서빙고동 부군당
거잠포해변
경정해수욕장
유호연화
도구해수욕장
울산 귀신고래 회유해면
구강서원
강천사계곡
전견훤묘(견훤왕릉)
무안 하늘백련마을(백련지마을)
3.1독립선언기념탑
3.1독립운동기념탑
금곡해수욕장
강성서원
유성 관광특구
부산 부평 족발 골목
만대어촌체험마을
읍내동 마애불상
근대건축관 (구)조선은행군산지점
보길도 뾰쪽산과 보옥리 공룡알해변
덕평공룡수목원
오휘&후스파명동
서울 연세대학교 언더우드관
미륵대흥사(단양)
국제음식문화거리(INTERNATIONAL FOOD STREET)
정선옹주 묘역
브릭캠퍼스 제주
소창체험관
"지양산(무장애숲길,유아숲체험원)"
위도해수욕장
물무산 행복숲
잔교리해수욕장
문암생태공원
초양도
내장산 단풍생태공원
두에기해변
거문도(유림)해수욕장
화진포해수욕장
백약이오름
둔장해변
하트해변
거북선나루터
성산공원
여수선사유적공원
장성호수변공원
주포 한옥전원마을 / 주포지구한옥전원마을
땅끝항(갈두항)
비밀의 숲
종달항 (두문포항)
고산일과해안도로 (일과리해안도로)
금은모래강변공원
운정건강공원(가온)
팔현생태공원
송정공원
센텀 APEC나루공원
교암리해수욕장
여수구항
수문항
호국의병의숲친수공원
명동공원 / 명동근린공원
봉황산자연휴양림(여수봉황산자연휴양림)
1004장미공원
밤재
시천곶감마을(시천내대골마을)
국제크루즈터미널
감지해변
관동마을
용궁마을
남강댐노을공원
탑동광장
하동공원
대평포구
덕동몽돌해수욕장
토마토조각공원
인천중앙공원
만흥공원
전주드림랜드
철도관사마을
순천만국가정원 지구동문
고내포구
사계해안
화포해변
한림항
협재포구
더벨스파 동대문현대시티아울렛점
롯데호텔서울 설화수 스파
시그니엘서울 에비앙 스파
탑산사큰절
진도항
한수제
동호숲
호연정
고불암
황매산미리내파크 / 황매산영화주제공원
제주 우도 천진항 대합실
용호별빛공원
성성호수공원
숲쟁이공원
숲쟁이꽃동산
보림사(함양)
연수암(상주)
조왕사(부여)
지죽도
취도
기흥맛깔촌
이천 도니울 명품쌀마을
김해 분산성
문익점 면작기념비
영동 덕수이씨 육세팔효정문
황토구들마을
화천 구운리 산천어마을
홍성 한솔기마을
논산 황산벌참살이마을
함목몽돌해변
군산 발산리 오층석탑
진포대첩 기념탑
충주 최응성 고가
여주 서화마을
가덕산
덕적도 능동자갈마당
용문산 백운봉
지순택요(고려도요)
지경리해변
북분리해수욕장
상맹방해변
한재밑해변
안인해변(안인해수욕장)
"남애해변(남애1, 3리)"
어달해변
임원해변
거진1리해변
교암해변
노봉해변
작은후진해수욕장
남대천(강릉)
현산공원
방포해수욕장
몽산포해수욕장
삼봉해수욕장
천리포해수욕장
난지섬해수욕장
청포대해수욕장
연화산도립공원
칠선계곡(지리산)
송정해수욕장
해운대해수욕장
죽림해수욕장
구영해수욕장
송정 솔바람해변
월포해수욕장
송도해변(포항)
화진해수욕장
장사해수욕장
대진해수욕장
칠곡 가산산성 및 가산바위
사구미해변
가계해변
금갑해변
톱머리 해수욕장
상록해수욕장
풍류해수욕장
방죽포해변
가마미해수욕장
돌머리해변
중외공원
사직공원(광주)
옥구향교
불회사(나주)
원불교영산성지
여차해변 (여차몽돌해수욕장)
황포해수욕장
상동 빈지소
금당계곡
봉수대해변
후정해수욕장
꽃지해수욕장
암태 추포해수욕장
반암해변
춘장대해수욕장
용화사(통영)
선유동계곡(산청)
거진11리해변
공현진1리해변
청간해변
온양이씨어필각
덕흥해수욕장
영벽정
순교자 황사영 알렉시오 묘
욕지도 (유동어촌체험마을)
남호해수욕장
오보 해수욕장
갈음이해수욕장
광주 충효동 요지
서대산
발포해수욕장
만성리 검은모래해변
모악산도립공원
삼포해변
연포해수욕장
통구미몽돌해변
모항해수욕장
추암해변
거제자연예술랜드
원평해수욕장
자은 분계해수욕장
사촌해수욕장
희양산
대천해수욕장
수륙해수욕장
하맹방해변
송지호 해수욕장
학암포해수욕장
덕포해수욕장
옥계해변
송정한솔체험마을
해마루촌
탁장사고을
삼수마을
장봉마을
안성객사
거일1리 어촌체험마을
나정고운모래해변
사근진해변(사근진해수욕장)
자작도해변
모사금해수욕장
을왕리해수욕장
윤희순여사 동상
사자산
민머루해변
어은돌해수욕장
샛별해수욕장
밧개해수욕장
장삼포해수욕장
후진마을
대죽마을
오류고아라해변
띠밭넘어해변
모래미 해변
함평 고막천 석교
장봉도 한들해수욕장
선녀바위해수욕장
무안 백련흑콩마을(두레미마을)
항도몽돌해수욕장과 항도방파제
모상개해수욕장
지리해수욕장
통리해수욕장
진산리해수욕장
부남해변
독산해수욕장(홀뫼해수욕장)
캐나다전투기념비
용두해수욕장
보령성곽&보령관아문
억불산
푸르내마을 [농촌체험]
성덕사
인하대후문먹거리타운
강화 갑곶리 탱자나무
세화해변
김영삼 전 대통령 생가
물안해수욕장
미당 서정주 생가
백리포해수욕장
궁평리 해수욕장
오거리문화센터(구 동본원사 목포별원)
선유도해수욕장 (명사십리 해수욕장)
왜목해수욕장
산청 법계사 삼층석탑
안동 의성김씨 종택
관해정
은하초코기사단
애심목장
고래불 해안 (경북 동해안 국가지질공원)
몰운대 (부산 국가지질공원)
송도반도 (부산 국가지질공원)
명사십리 및 구시포  (전북 서해안 국가지질공원)
가사동백숲해변
금강송 에코리움
패밀리랜드 카라반 캠핑장
중광정해수욕장
기사문해수욕장
동산포해수욕장
남애해수욕장
사계해변
연소해수욕장
알작지
원산도해수욕장
기성망양해수욕장
천하몽돌해수욕장
나아해변
몽돌해수욕장/몽돌해변
경인아라뱃길 검암공원
당너머해수욕장
몽돌해수욕장(옹진군)
노가리해수욕장
용담리해변
용유도해변
나사해변(나사리해수욕장)
종달리해변
명장섬해수욕장 (장고도)
하동 축지리 문암송(악양문암송)
취간림
추봉도몽돌해수욕장 (봉암해수욕장)
동혈사
보리사(경주)
성림사(진천)
영팔정
약사사(서울)
연수사(거창)
영주포교당
학도암(서울)
진도 소포검정쌀마을
대굴령마을
군위 상매댁
미라리해수욕장
춘천 강언덕마을 [농촌전통테마]
가평향교
담다헌 체험교육관
충익공신경진묘역
증평 남하리 석조보살입상
송교리 횟타운
비슬도예원
청계저수지 (청계호수)
강화향교
뇌운계곡
가령폭포
미천골계곡
송정해변(송정해수욕장)
덕산해변
남전약수
은선폭포
아산 평촌리 석조약사여래입상
송계계곡
예산 임존성
청량산도립공원
옥량폭포
달기폭포
진하해수욕장
경주 선덕여왕릉
구룡계곡
운주사
신양 섭지해수욕장
장군당(효령사)
방동계곡
아인리석탑
계방산(홍천)
서울 신림동 굴참나무
화순적벽
국립 희리산해송자연휴양림
도초도
안동 삼산정
엉또폭포
백운산(정선)
나주 완사천
연일향교
광성보
첨찰산
가라산
정지용 생가
잣봉(영월)
평창향교
연곡저수지
관매도
천황산
백도해변
국립한국자생식물원
불영사(울진)
마우나오션리조트 블루 워터
의견비
산호공원(용마공원) 시(詩)의 거리
강동몽돌해변
박두진 시비
인제 냇강마을
다맥 어촌체험마을
덕봉서원
과천향교
경주 원성왕릉
상주오작당
흥암서원
영호루
서상리삼층석탑
강화 장정리 오층석탑
함열향교
소망의탑
갈두마을(땅끝마을)
청용어촌체험마을
청송 사남고택
명사마을
망미정 우송당
구복마을
송평마을
장기 척화비와 근민당
죽변 등대
가야산 야생화식물원
영광 성산리지석묘군
함평 예덕리 신덕 고분군
태종대(횡성)
팔석정
진천 생거진천화랑촌
위안 산촌마을
양양 탁장사마을
공주 원골마을
하늘내들꽃마을 [녹색농촌체험]
제주성지
부여 능안골 고분군
신흥해수욕장
망우당공원
나대용생가및묘소
비진도해수욕장
장안해수욕장
국립 오서산자연휴양림
속리산조각공원
강진마도진만호성지
상허이태준가옥(수연산방)
신명·정자해변
사목해수욕장
인천우체국
관성솔밭해변
금강
흑성산성
순국선열추념탑
부산 가톨릭 특성화 거리
정송강 유적(식영정·송강정)
용흥궁
고현리 공룡발자국화석
애견전용해수욕장 멍비치
다이나믹 메이즈 (속초점)
F1963
공주 정지산 유적
